,X_test (sequence),y_test
246,"0.4423,0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646",0.5194
247,"0.4446,0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194",0.4929
248,"0.4442,0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929",0.4892
249,"0.4385,0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892",0.518
250,"0.4365,0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518",0.4987
251,"0.4343,0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987",0.4746
252,"0.4581,0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746",0.4698
253,"0.4741,0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698",0.4797
254,"0.5101,0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797",0.4861
255,"0.53,0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861",0.4888
256,"0.5159,0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888",0.4756
257,"0.5079,0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756",0.495
258,"0.5063,0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495",0.4885
259,"0.523,0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885",0.4861
260,"0.4814,0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861",0.483
261,"0.4708,0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483",0.4763
262,"0.4525,0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763",0.5201
263,"0.4566,0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201",0.5157
264,"0.4732,0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157",0.5269
265,"0.5119,0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269",0.5146
266,"0.5344,0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146",0.5034
267,"0.5241,0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034",0.4926
268,"0.5272,0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926",0.4905
269,"0.5357,0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905",0.5031
270,"0.5306,0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031",0.4973
271,"0.5123,0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973",0.4912
272,"0.5109,0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912",0.517
273,"0.5163,0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517",0.5102
274,"0.514,0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102",0.4865
275,"0.5129,0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865",0.4807
276,"0.5262,0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807",0.4674
277,"0.5489,0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674",0.4763
278,"0.5533,0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763",0.4712
279,"0.5557,0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712",0.4807
280,"0.5527,0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807",0.479
281,"0.5598,0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479",0.4848
282,"0.5612,0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848",0.4854
283,"0.5819,0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854",0.4651
284,"0.5734,0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651",0.463
285,"0.5731,0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463",0.4641
286,"0.5826,0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641",0.4658
287,"0.5768,0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658",0.4617
288,"0.5218,0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617",0.4484
289,"0.5418,0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484",0.4539
290,"0.5303,0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539",0.4457
291,"0.5276,0.5581,0.5581,0.5493,0.5564,0.5601,0.5564,0.5476,0.5513,0.5513,0.5571,0.553,0.5768,0.5778,0.5646,0.5194,0.4929,0.4892,0.518,0.4987,0.4746,0.4698,0.4797,0.4861,0.4888,0.4756,0.495,0.4885,0.4861,0.483,0.4763,0.5201,0.5157,0.5269,0.5146,0.5034,0.4926,0.4905,0.5031,0.4973,0.4912,0.517,0.5102,0.4865,0.4807,0.4674,0.4763,0.4712,0.4807,0.479,0.4848,0.4854,0.4651,0.463,0.4641,0.4658,0.4617,0.4484,0.4539,0.4457",0.4338
